2007-09-19,125.0
2007-09-20,131.0
2007-09-21,137.0
2007-09-24,143.0
2007-09-25,150.0
2007-09-26,157.0
2007-09-27,150.0
2007-09-28,157.0
2007-10-01,164.0
2007-10-02,172.0
2007-10-03,180.0
2007-10-04,189.0
2007-10-05,193.0
2007-10-08,193.0
2007-10-09,184.0
2007-10-10,184.0
2007-10-11,179.0
2007-10-12,180.0
2007-10-15,185.0
2007-10-16,181.0
2007-10-17,178.0
2007-10-18,175.0
2007-10-19,183.0
2007-10-22,180.0
2007-10-23,175.0
2007-10-24,177.0
2007-10-25,174.0
2007-10-26,171.0
2007-10-29,163.0
2007-10-30,164.0
2007-10-31,162.0
2007-11-01,161.0
2007-11-02,157.0
2007-11-05,164.0
2007-11-06,172.0
2007-11-07,166.0
2007-11-08,162.0
2007-11-09,168.0
2007-11-12,163.0
2007-11-13,155.0
2007-11-14,159.0
2007-11-15,160.0
2007-11-16,159.0
2007-11-19,159.0
2007-11-20,157.0
2007-11-21,155.0
2007-11-22,155.0
2007-11-23,162.0
2007-11-26,170.0
2007-11-27,169.0
2007-11-28,165.0
2007-11-29,160.0
2007-11-30,160.0
2007-12-03,160.0
2007-12-04,160.0
2007-12-05,157.0
2007-12-06,157.0
2007-12-07,157.0
2007-12-10,155.0
2007-12-11,153.0
2007-12-12,156.0
2007-12-13,155.0
2007-12-14,156.0
2007-12-17,155.0
2007-12-18,156.0
2007-12-19,159.0
2007-12-20,157.0
2007-12-21,157.0
2007-12-24,157.0
2007-12-25,155.0
2007-12-26,156.0
2007-12-27,155.0
2007-12-28,155.0
2007-12-31,
2008-01-01,
2008-01-02,157.0
2008-01-03,154.0
2008-01-04,152.0
2008-01-07,150.0
2008-01-08,151.0
2008-01-09,149.0
2008-01-10,143.0
2008-01-11,145.0
2008-01-14,145.0
2008-01-15,139.0
2008-01-16,145.0
2008-01-17,145.0
2008-01-18,147.0
2008-01-21,143.0
2008-01-22,96.5
2008-01-23,92.5
2008-01-24,92.5
2008-01-25,94.0
2008-01-28,94.0
2008-01-29,95.5
2008-01-30,100.0
2008-01-31,103.0
2008-02-01,108.0
2008-02-04,
2008-02-05,
2008-02-06,
2008-02-07,
2008-02-08,
2008-02-11,
2008-02-12,105.0
2008-02-13,104.0
2008-02-14,105.0
2008-02-15,104.0
2008-02-18,101.0
2008-02-19,101.0
2008-02-20,100.0
2008-02-21,95.0
2008-02-22,92.0
2008-02-25,96.5
2008-02-26,96.0
2008-02-27,96.0
2008-02-28,97.5
2008-02-29,96.0
2008-03-03,91.5
2008-03-04,87.0
2008-03-05,85.0
2008-03-06,89.0
2008-03-07,93.0
2008-03-10,96.0
2008-03-11,93.5
2008-03-12,93.5
2008-03-13,94.0
2008-03-14,94.5
2008-03-17,92.5
2008-03-18,88.5
2008-03-19,88.5
2008-03-20,89.0
2008-03-21,88.0
2008-03-24,84.0
2008-03-25,80.0
2008-03-26,84.0
2008-03-27,84.5
2008-03-28,85.0
2008-03-31,85.5
2008-04-01,86.0
2008-04-02,86.5
2008-04-03,87.0
2008-04-04,87.5
2008-04-07,89.0
2008-04-08,90.5
2008-04-09,92.0
2008-04-10,93.5
2008-04-11,92.5
2008-04-14,
2008-04-15,
2008-04-16,91.0
2008-04-17,92.5
2008-04-18,91.0
2008-04-21,92.0
2008-04-22,92.0
2008-04-23,90.5
2008-04-24,89.0
2008-04-25,90.5
2008-04-28,92.0
2008-04-29,93.5
2008-04-30,
2008-05-01,
2008-05-02,
2008-05-05,92.0
2008-05-06,90.5
2008-05-07,92.0
2008-05-08,92.0
2008-05-09,90.5
2008-05-12,89.0
2008-05-13,87.5
2008-05-14,86.0
2008-05-15,84.5
2008-05-16,83.0
2008-05-19,81.5
2008-05-20,80.0
2008-05-21,78.5
2008-05-22,77.0
2008-05-23,75.5
2008-05-26,74.0
2008-05-27,74.0
2008-05-28,74.0
2008-05-29,74.0
2008-05-30,73.0
2008-06-02,72.0
2008-06-03,71.0
2008-06-04,72.0
2008-06-05,73.0
2008-06-06,74.0
2008-06-09,75.0
2008-06-10,73.5
2008-06-11,74.5
2008-06-12,75.5
2008-06-13,77.0
2008-06-16,78.5
2008-06-17,80.0
2008-06-18,80.0
2008-06-19,78.0
2008-06-20,80.0
2008-06-23,82.0
2008-06-24,84.0
2008-06-25,86.5
2008-06-26,88.5
2008-06-27,91.0
2008-06-30,93.5
2008-07-01,96.0
2008-07-02,98.5
2008-07-03,101.0
2008-07-04,100.0
2008-07-07,100.0
2008-07-08,100.0
2008-07-09,101.0
2008-07-10,102.0
2008-07-11,102.0
2008-07-14,105.0
2008-07-15,108.0
2008-07-16,108.0
2008-07-17,108.0
2008-07-18,108.0
2008-07-21,105.0
2008-07-22,102.0
2008-07-23,99.0
2008-07-24,99.0
2008-07-25,101.0
2008-07-28,104.0
2008-07-29,107.0
2008-07-30,107.0
2008-07-31,106.0
2008-08-01,106.0
2008-08-04,106.0
2008-08-05,105.0
2008-08-06,108.0
2008-08-07,107.0
2008-08-08,107.0
2008-08-11,107.0
2008-08-12,106.0
2008-08-13,107.0
2008-08-14,110.0
2008-08-15,113.0
2008-08-18,118.0
2008-08-19,119.0
2008-08-20,114.0
2008-08-21,116.0
2008-08-22,112.0
2008-08-25,114.0
2008-08-26,114.0
2008-08-27,115.0
2008-08-28,112.0
2008-08-29,107.0
2008-09-01,
2008-09-02,
2008-09-03,107.0
2008-09-04,104.0
2008-09-05,102.0
2008-09-08,103.0
2008-09-09,101.0
2008-09-10,96.0
2008-09-11,95.0
2008-09-12,90.5
2008-09-15,91.0
2008-09-16,86.5
2008-09-17,82.5
2008-09-18,78.5
2008-09-19,82.0
2008-09-22,86.0
2008-09-23,90.0
2008-09-24,87.0
2008-09-25,91.0
2008-09-26,95.5
2008-09-29,99.5
2008-09-30,95.0
2008-10-01,97.0
2008-10-02,99.0
2008-10-03,95.0
2008-10-06,90.5
2008-10-07,86.0
2008-10-08,84.0
2008-10-09,84.0
2008-10-10,80.5
2008-10-13,82.0
2008-10-14,86.0
2008-10-15,88.0
2008-10-16,84.5
2008-10-17,81.5
2008-10-20,79.5
2008-10-21,82.0
2008-10-22,82.5
2008-10-23,82.0
2008-10-24,78.5
2008-10-27,75.0
2008-10-28,71.5
2008-10-29,71.5
2008-10-30,68.5
2008-10-31,71.5
2008-11-03,71.5
2008-11-04,75.0
2008-11-05,78.5
2008-11-06,78.5
2008-11-07,76.5
2008-11-10,78.0
2008-11-11,77.0
2008-11-12,74.5
2008-11-13,77.0
2008-11-14,78.0
2008-11-17,78.0
2008-11-18,78.5
2008-11-19,79.0
2008-11-20,79.0
2008-11-21,78.5
2008-11-24,80.0
2008-11-25,82.0
2008-11-26,81.5
2008-11-27,80.5
2008-11-28,81.0
2008-12-01,82.0
2008-12-02,81.5
2008-12-03,81.5
2008-12-04,82.5
2008-12-05,81.0
2008-12-08,79.5
2008-12-09,82.0
2008-12-10,78.0
2008-12-11,79.0
2008-12-12,82.5
2008-12-15,84.0
2008-12-16,83.5
2008-12-17,84.0
2008-12-18,84.5
2008-12-19,80.5
2008-12-22,79.0
2008-12-23,76.5
2008-12-24,76.5
2008-12-25,76.5
2008-12-26,76.5
2008-12-29,77.0
2008-12-30,79.5
2008-12-31,79.5
2009-01-01,
2009-01-02,80.0
2009-01-05,80.0
2009-01-06,78.0
2009-01-07,79.0
2009-01-08,79.0
2009-01-09,78.5
2009-01-12,78.5
2009-01-13,78.0
2009-01-14,79.0
2009-01-15,78.5
2009-01-16,82.0
2009-01-19,82.0
2009-01-20,82.0
2009-01-21,81.5
2009-01-22,79.0
2009-01-23,80.0
2009-01-26,
2009-01-27,
2009-01-28,
2009-01-29,
2009-01-30,
2009-02-02,81.0
2009-02-03,78.0
2009-02-04,74.5
2009-02-05,71.0
2009-02-06,71.0
2009-02-09,72.0
2009-02-10,70.5
2009-02-11,67.0
2009-02-12,67.5
2009-02-13,66.5
2009-02-16,65.0
2009-02-17,62.0
2009-02-18,59.0
2009-02-19,57.0
2009-02-20,54.5
2009-02-23,52.0
2009-02-24,49.4
2009-02-25,47.0
2009-02-26,44.7
2009-02-27,42.5
2009-03-02,41.0
2009-03-03,39.0
2009-03-04,37.8
2009-03-05,37.8
2009-03-06,36.3
2009-03-09,36.5
2009-03-10,38.3
2009-03-11,37.1
2009-03-12,35.3
2009-03-13,33.7
2009-03-16,35.3
2009-03-17,37.0
2009-03-18,38.7
2009-03-19,36.8
2009-03-20,35.0
2009-03-23,33.3
2009-03-24,34.9
2009-03-25,36.6
2009-03-26,38.4
2009-03-27,40.3
2009-03-30,42.3
2009-03-31,40.2
2009-04-01,42.0
2009-04-02,41.6
2009-04-03,43.6
2009-04-06,
2009-04-07,45.7
2009-04-08,44.2
2009-04-09,42.2
2009-04-10,44.3
2009-04-13,46.5
2009-04-14,46.6
2009-04-15,44.3
2009-04-16,44.3
2009-04-17,42.1
2009-04-20,40.0
2009-04-21,38.0
2009-04-22,39.9
2009-04-23,39.4
2009-04-24,38.4
2009-04-27,39.9
2009-04-28,39.9
2009-04-29,40.0
2009-04-30,
2009-05-01,
2009-05-04,42.0
2009-05-05,44.1
2009-05-06,42.0
2009-05-07,43.0
2009-05-08,42.2
2009-05-11,44.0
2009-05-12,46.0
2009-05-13,43.8
2009-05-14,45.0
2009-05-15,46.5
2009-05-18,46.1
2009-05-19,48.4
2009-05-20,50.5
2009-05-21,53.0
2009-05-22,55.5
2009-05-25,58.0
2009-05-26,60.5
2009-05-27,63.5
2009-05-28,66.5
2009-05-29,67.0
2009-06-01,66.0
2009-06-02,68.5
2009-06-03,68.5
2009-06-04,71.5
2009-06-05,75.0
2009-06-08,78.5
2009-06-09,78.0
2009-06-10,74.5
2009-06-11,78.0
2009-06-12,77.0
2009-06-15,73.5
2009-06-16,70.0
2009-06-17,70.5
2009-06-18,71.5
2009-06-19,73.5
2009-06-22,77.0
2009-06-23,73.5
2009-06-24,77.0
2009-06-25,76.5
2009-06-26,78.0
2009-06-29,78.0
2009-06-30,74.5
2009-07-01,71.0
2009-07-02,47.5
2009-07-03,49.8
2009-07-06,51.0
2009-07-07,48.5
2009-07-08,46.1
2009-07-09,46.0
2009-07-10,44.5
2009-07-13,42.3
2009-07-14,42.0
2009-07-15,42.5
2009-07-16,44.0
2009-07-17,45.0
2009-07-20,42.8
2009-07-21,43.0
2009-07-22,45.1
2009-07-23,47.3
2009-07-24,49.6
2009-07-27,52.0
2009-07-28,54.5
2009-07-29,55.5
2009-07-30,53.0
2009-07-31,54.5
2009-08-03,54.0
2009-08-04,53.0
2009-08-05,53.5
2009-08-06,55.0
2009-08-07,55.0
2009-08-10,55.5
2009-08-11,54.5
2009-08-12,55.0
2009-08-13,56.0
2009-08-14,56.0
2009-08-17,54.5
2009-08-18,55.5
2009-08-19,56.5
2009-08-20,56.0
2009-08-21,55.0
2009-08-24,57.5
2009-08-25,60.0
2009-08-26,61.0
2009-08-27,61.0
2009-08-28,62.5
2009-08-31,64.5
2009-09-01,63.0
2009-09-02,
2009-09-03,61.0
2009-09-04,59.0
2009-09-07,57.0
2009-09-08,59.5
2009-09-09,59.0
2009-09-10,59.5
2009-09-11,59.5
2009-09-14,60.0
2009-09-15,58.0
2009-09-16,57.5
2009-09-17,58.5
2009-09-18,59.0
2009-09-21,61.5
2009-09-22,64.5
2009-09-23,67.5
2009-09-24,65.5
2009-09-25,67.0
2009-09-28,66.0
2009-09-29,65.5
2009-09-30,64.0
2009-10-01,63.5
2009-10-02,61.5
2009-10-05,63.5
2009-10-06,66.0
2009-10-07,66.5
2009-10-08,64.5
2009-10-09,67.5
2009-10-12,69.5
2009-10-13,70.0
2009-10-14,72.0
2009-10-15,75.5
2009-10-16,75.0
2009-10-19,75.5
2009-10-20,79.0
2009-10-21,81.0
2009-10-22,81.0
2009-10-23,85.0
2009-10-26,87.0
2009-10-27,85.0
2009-10-28,85.0
2009-10-29,83.0
2009-10-30,85.0
2009-11-02,82.0
2009-11-03,78.5
2009-11-04,82.0
2009-11-05,86.0
2009-11-06,90.0
2009-11-09,90.0
2009-11-10,93.0
2009-11-11,97.5
2009-11-12,102.0
2009-11-13,103.0
2009-11-16,108.0
2009-11-17,112.0
2009-11-18,110.0
2009-11-19,108.0
2009-11-20,112.0
2009-11-23,110.0
2009-11-24,111.0
2009-11-25,108.0
2009-11-26,113.0
2009-11-27,112.0
2009-11-30,117.0
2009-12-01,115.0
2009-12-02,112.0
2009-12-03,110.0
2009-12-04,106.0
2009-12-07,105.0
2009-12-08,105.0
2009-12-09,103.0
2009-12-10,103.0
2009-12-11,104.0
2009-12-14,106.0
2009-12-15,101.0
2009-12-16,96.0
2009-12-17,93.0
2009-12-18,88.5
2009-12-21,92.5
2009-12-22,97.0
2009-12-23,101.0
2009-12-24,100.0
2009-12-25,100.0
2009-12-28,97.0
2009-12-29,92.5
2009-12-30,94.0
2009-12-31,94.0
2010-01-01,
2010-01-04,98.0
2010-01-05,99.5
2010-01-06,97.5
2010-01-07,97.5
2010-01-08,97.0
2010-01-11,97.0
2010-01-12,96.0
2010-01-13,97.5
2010-01-14,97.5
2010-01-15,97.0
2010-01-18,95.5
2010-01-19,96.0
2010-01-20,96.0
2010-01-21,96.0
2010-01-22,96.5
2010-01-25,96.0
2010-01-26,96.0
2010-01-27,96.0
2010-01-28,96.5
2010-01-29,95.0
2010-02-01,95.0
2010-02-02,96.5
2010-02-03,98.0
2010-02-04,99.5
2010-02-05,96.0
2010-02-08,96.0
2010-02-09,95.0
2010-02-10,96.0
2010-02-11,97.0
2010-02-12,98.0
2010-02-15,
2010-02-16,
2010-02-17,
2010-02-18,
2010-02-19,
2010-02-22,99.0
2010-02-23,97.5
2010-02-24,94.5
2010-02-25,93.0
2010-02-26,89.5
2010-03-01,90.0
2010-03-02,89.0
2010-03-03,89.0
2010-03-04,91.0
2010-03-05,90.0
2010-03-08,90.0
2010-03-09,90.5
2010-03-10,90.0
2010-03-11,89.0
2010-03-12,91.0
2010-03-15,92.0
2010-03-16,90.0
2010-03-17,89.0
2010-03-18,89.0
2010-03-19,88.0
2010-03-22,88.0
2010-03-23,88.5
2010-03-24,89.0
2010-03-25,89.0
2010-03-26,89.5
2010-03-29,90.0
2010-03-30,90.5
2010-03-31,89.5
2010-04-01,91.5
2010-04-02,93.0
2010-04-05,96.5
2010-04-06,96.5
2010-04-07,96.5
2010-04-08,97.0
2010-04-09,97.0
2010-04-12,97.0
2010-04-13,97.0
2010-04-14,95.5
2010-04-15,100.0
2010-04-16,100.0
2010-04-19,97.5
2010-04-20,99.0
2010-04-21,100.0
2010-04-22,105.0
2010-04-23,
2010-04-26,109.0
2010-04-27,111.0
2010-04-28,111.0
2010-04-29,113.0
2010-04-30,
2010-05-03,
2010-05-04,118.0
2010-05-05,122.0
2010-05-06,119.0
2010-05-07,69.0
2010-05-10,68.0
2010-05-11,68.0
2010-05-12,65.0
2010-05-13,64.5
2010-05-14,65.0
2010-05-17,63.0
2010-05-18,63.5
2010-05-19,60.5
2010-05-20,60.5
2010-05-21,59.5
2010-05-24,61.5
2010-05-25,62.0
2010-05-26,63.0
2010-05-27,64.0
2010-05-28,66.5
2010-05-31,65.5
2010-06-01,64.5
2010-06-02,66.5
2010-06-03,67.5
2010-06-04,67.0
2010-06-07,64.5
2010-06-08,63.0
2010-06-09,62.5
2010-06-10,64.5
2010-06-11,66.0
2010-06-14,66.5
2010-06-15,66.0
2010-06-16,65.0
2010-06-17,65.0
2010-06-18,66.0
2010-06-21,67.0
2010-06-22,68.5
2010-06-23,68.5
2010-06-24,67.5
2010-06-25,66.0
2010-06-28,67.5
2010-06-29,69.0
2010-06-30,69.5
2010-07-01,68.5
2010-07-02,68.5
2010-07-05,70.5
2010-07-06,70.5
2010-07-07,69.5
2010-07-08,69.5
2010-07-09,69.5
2010-07-12,68.5
2010-07-13,69.5
2010-07-14,68.5
2010-07-15,67.5
2010-07-16,67.5
2010-07-19,69.0
2010-07-20,67.5
2010-07-21,69.0
2010-07-22,68.5
2010-07-23,69.0
2010-07-26,68.0
2010-07-27,69.0
2010-07-28,68.0
2010-07-29,67.5
2010-07-30,68.0
2010-08-02,68.5
2010-08-03,68.0
2010-08-04,68.0
2010-08-05,68.0
2010-08-06,68.0
2010-08-09,68.0
2010-08-10,67.0
2010-08-11,68.0
2010-08-12,66.5
2010-08-13,67.0
2010-08-16,67.0
2010-08-17,67.0
2010-08-18,65.5
2010-08-19,65.0
2010-08-20,65.5
